Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
Physics Education Students' Science Process Skills.,"D Darmaji, DA Kurniawan, I Irdianti - … Journal of Evaluation and Research in …, 2019 - ERIC","… concave lens material and convex lenses, where later the results of this study can be used 
as preliminary data for research on subsequent science process skills at Universitas Jambi. …",https://eric.ed.gov/?id=EJ1220910,98,4,"https://scholar.google.com/scholar?q=related:DK7lO2u8iSEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[PDF][PDF] Data preprocessing for supervised leaning,"SB Kotsiantis, D Kanellopoulos… - … of computer science, 2006 - academia.edu","… each data set but this is not happened. Thus, we present the most well know algorithms for 
each step of data pre-processing so that one achieves the best performance for their data set. …",https://www.academia.edu/download/46222694/Data_preprocessing_for_supervised_leanin20160604-9354-q8adlk.pdf,1245,9,"https://scholar.google.com/scholar?q=related:MfaJ_JNhgK4J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Reconstruction of zebrafish early embryonic development by scanned light sheet microscopy,"PJ Keller, AD Schmidt, J Wittbrodt, EHK Stelzer - science, 2008 - science.org","… and subsequently combined into a complete data set by a fusion algorithm (8). … data entries, 
including a reconstruction of the zebrafish one-eyed pinhead mutant (MZoep) (15). Our data …",https://www.science.org/doi/abs/10.1126/science.1162493,1616,24,"https://scholar.google.com/scholar?q=related:GST5LC55y44J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Integrative analysis of complex cancer genomics and clinical profiles using the cBioPortal,"J Gao, BA Aksoy, U Dogrusoz, G Dresdner, B Gross… - Science …, 2013 - science.org","… genomics data from multiple different technical platforms, making it increasingly challenging 
to perform data integration, exploration, and analytics, especially for scientists without a …",https://www.science.org/doi/abs/10.1126/scisignal.2004088,11791,11,"https://scholar.google.com/scholar?q=related:zj9thsNOdQsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
KEGG for integration and interpretation of large-scale molecular data sets,"M Kanehisa, S Goto, Y Sato, M Furumichi… - Nucleic acids …, 2012 - academic.oup.com","… The scientists’ promises regarding the medical and social … It is hoped that KEGG will assist 
scientists to translate their … of scientific data on disease and drug-related molecular networks. …",https://academic.oup.com/nar/article-abstract/40/D1/D109/2903713,4769,13,"https://scholar.google.com/scholar?q=related:Q456T3OWd84J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Course signals at Purdue: Using learning analytics to increase student success,"KE Arnold, MD Pistilli - … international conference on learning analytics …, 2012 - dl.acm.org","… of data found at an educational institution, including the data … Through analytics, large 
data sets are mined and statistical … CS works by mining data from multiple university sources …",https://dl.acm.org/doi/abs/10.1145/2330601.2330666,1283,6,"https://scholar.google.com/scholar?q=related:8Se8GpZMchAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Feature extraction, construction and selection: A data mining perspective","H Liu, H Motoda - 1998 - books.google.com","… He has graduated in computer science at … data and of discovering knowledge hidden in 
massive data. In order to get more useful findings from the data, we need to first make the data …",https://books.google.com/books?hl=en&lr=&id=zi_0EdWW5fYC&oi=fnd&pg=PR13&dq=Data+Science&ots=zEc8GE4Frr&sig=VHAYgwhdmyD-p9o3i7wpxcfvtxw,1145,6,"https://scholar.google.com/scholar?q=related:wf7R7T7BPBoJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
convert: A user‐friendly program to reformat diploid genotypic data for commonly used population genetic software packages,"JC Glaubitz - Molecular Ecology Notes, 2004 - Wiley Online Library","… convert can read in text input files in two different data formats… diploid genotypic data); and 
(ii) genepop input data format. … msa can convert data from its own format to many of the data …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1471-8286.2004.00597.x,791,5,"https://scholar.google.com/scholar?q=related:LGUGgADlJkcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Japanese evaluated nuclear data library version 3 revision-2: JENDL-3.2,"T Nakagawa, K Shibata, S Chiba… - … of Nuclear Science …, 1995 - Taylor & Francis","… to reproduce experimental EDX data measured at 14 and 18MeV. The DDX data were 
generated from the EDX data as described above. The modified DDX data given in JENDL Fusion …",https://www.tandfonline.com/doi/abs/10.1080/18811248.1995.9731849,1021,11,"https://scholar.google.com/scholar?q=related:WuB_Wbj__-UJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Performance impacts of information technology: Is actual usage the missing link?,"S Devaraj, R Kohli - Management science, 2003 - pubsonline.informs.org","… Monthly data for a three–year period on various financial and nonfinancial measures of 
hospital performance and technology usage were analyzed. The data analysis provides …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.49.3.273.12736,2051,12,"https://scholar.google.com/scholar?q=related:3vHcZd-FkWYJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Econometric analysis of count data,R Winkelmann - 2008 - books.google.com,"… The “count data” field has further flourished since the … expanded in many areas of social 
science research. This, in itself, … The core material on cross-section models for count data is now …",https://books.google.com/books?hl=en&lr=&id=h5otEA3YfecC&oi=fnd&pg=PR5&dq=Data+Science&ots=eKz9e0QNhG&sig=eKIAz6Y_ieKn0S8Yeu-T8OWcHRg,2053,13,"https://scholar.google.com/scholar?q=related:VoXJsSapAwcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] An “Electronic Fluorescent Pictograph” browser for exploring and analyzing large-scale biological data sets,"D Winter, B Vinegar, H Nahal, R Ammar, GV Wilson… - PloS one, 2007 - journals.plos.org","… In order to facilitate the interpretation and analysis of microarray data and data from other 
large-scale data sets, we have developed a tool, which we have dubbed the electronic …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000718,2693,19,"https://scholar.google.com/scholar?q=related:tvUEogwtU5AJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
To share or not to share: that is not the question,"L Ohno-Machado - Science translational medicine, 2012 - science.org","… data sharing is a necessity to advance science (1)—and also a moral obligation (2). Many 
patients are willing to share their data if … The question is no longer whether or not to share data …",https://www.science.org/doi/abs/10.1126/scitranslmed.3004454,39,4,"https://scholar.google.com/scholar?q=related:gEuG7ABr2QwJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] The REporting of studies Conducted using Observational Routinely-collected health Data (RECORD) statement,"EI Benchimol, L Smeeth, A Guttmann, K Harron… - PLoS …, 2015 - journals.plos.org","… research using routinely collected data are not addressed. An international group of scientists 
with a specific interest in using routinely collected health data and representatives of the …",https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1001885,2765,31,"https://scholar.google.com/scholar?q=related:kk9Ybh-EVjwJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The clustering of galaxies in the SDSS-III Baryon Oscillation Spectroscopic Survey: baryon acoustic oscillations in the Data Release 9 spectroscopic galaxy sample,"L Anderson, E Aubourg, S Bailey… - Monthly Notices of …, 2012 - academic.oup.com","… We introduce the data in Section and the catalogue used in Section . Analysis techniques 
are described in Section , and correlation function and power spectrum measurements are …",https://academic.oup.com/mnras/article-abstract/427/4/3435/974307,1146,41,"https://scholar.google.com/scholar?q=related:MaqB3dQmuycJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] TIMSS 2011 International results in science.,"MO Martin, IVS Mullis, P Foy, GM Stanco - 2012 - ERIC","… student performance in science, including trends over the five assessments since 1995. 
Also included are data on performance in the science content domains (earth science, biology, …",https://eric.ed.gov/?id=ED544560,1177,,"https://scholar.google.com/scholar?q=related:XhT5Pg0yzO8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Reliability: on the reproducibility of assessment data,"SM Downing - Medical education, 2004 - Wiley Online Library","… This is also true for assessment data, which must have the … , assessment data are 
uninterruptible, as the data resulting … error associated with the measurement data. The specific …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2929.2004.01932.x,928,4,"https://scholar.google.com/scholar?q=related:ThBreE3WYyYJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Feature selection for knowledge discovery and data mining,"H Liu, H Motoda - 2012 - books.google.com","… In other cases, we may face the lack of data problem: the available data is only a tiny portion 
of the data that is needed for a data mining algorithm to learn something meaningful; or the …",https://books.google.com/books?hl=en&lr=&id=aaDbBwAAQBAJ&oi=fnd&pg=PP10&dq=Data+Science&ots=iwPg5U6Gbd&sig=2zXMIZU3iqwAryNyjgIh8d_9AEo,2910,5,"https://scholar.google.com/scholar?q=related:3jA2Bt8V-b8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"The effects of problem-based active learning in science education on students' academic achievement, attitude and concept learning","O Akınoğlu, RÖ Tandoğan - Eurasia journal of mathematics, science …, 2007 - ejmste.com","… ended questions and attitude scale towards science classes were used. The data acquired 
by using these … and evaluation of the assessment tools used in data collection is given below. …",https://www.ejmste.com/article/the-effects-of-problem-basedactive-learning-in-scienceeducation-on-students-academicachievement-4048,1144,15,"https://scholar.google.com/scholar?q=related:rV70EUg2jVoJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
gimlet: a computer program for analysing genetic individual identification data,"N Valière - Molecular Ecology Notes, 2002 - Wiley Online Library","… to the increased production of data. New tools to analyse these data are required. gimlet is a 
… of new tools to organise and analyse the data. In the case of noninvasive genetic sampling (…",https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1471-8286.2002.00228.x-i2,932,9,"https://scholar.google.com/scholar?q=related:F7uH_l3OSk0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Blockchain: Blueprint for a new economy,M Swan - 2015 - books.google.com,"… big data, layered onto the reactive-to-predictive transformation that is slowly under way in 
big-data science to … Big data’s predictive analysis could dovetail perfectly with the automatic …",https://books.google.com/books?hl=en&lr=&id=RHJmBgAAQBAJ&oi=fnd&pg=PR3&dq=Data+Science&ots=XRyCBY3Vh4&sig=FnY5UaEJHBbhEUvq2XLPtxCIDyE,5553,5,"https://scholar.google.com/scholar?q=related:2d3nC4UH9DQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Reference data on atoms, molecules, and ions","AA Radzig, BM Smirnov - 2012 - books.google.com","… In practice, a scientist who investigates atomic and molecular systems may face a situation … 
and has an idea of reliability in determining the data involved. However, it may just as well be …",https://books.google.com/books?hl=en&lr=&id=5JnzCAAAQBAJ&oi=fnd&pg=PA1&dq=Data+Science&ots=WywTZLgt_D&sig=dOWgYTBKgWXtatVncXghgu8jFfM,2319,6,"https://scholar.google.com/scholar?q=related:IbkM0Jmu0PMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Logistic regression in rare events data,"G King, L Zeng - Political analysis, 2001 - cambridge.org","… science studies of rare events. (For example, additional efficiencies might be gained by 
modifying a data … which we believe has the potential to see widespread use in political science. …",https://www.cambridge.org/core/journals/political-analysis/article/logistic-regression-in-rare-events-data/1E09F0F36F89DF12A823130FDF0DA462,4994,20,"https://scholar.google.com/scholar?q=related:Tp0972poqOcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
